N°,Zona,Un.lect.,Contrato,Tp.tarifa,Instalacion,Fact.cálculo,Equipo,Número de serie,Fabricante,Denomin.tipo,DS,¿Telesgestionada?,Tipo de medicion,Lista,Municipio,Población,Distrito,Calle,01/01/2019,02/01/2019,03/01/2019,04/01/2019,05/01/2019,06/01/2019,07/01/2019,08/01/2019,09/01/2019,10/01/2019,11/01/2019,12/01/2019,01/01/2020,02/01/2020,03/01/2020,04/01/2020,05/01/2020,06/01/2020,07/01/2020,08/01/2020,09/01/2020,10/01/2020,11/01/2020,12/01/2020,01/01/2021,02/01/2021,03/01/2021,04/01/2021,05/01/2021,06/01/2021,07/01/2021,08/01/2021,09/01/2021,10/01/2021,11/01/2021,01/01/2022,02/01/2022,03/01/2022,04/01/2022,05/01/2022,06/01/2022,07/01/2022,08/01/2022,09/01/2022,10/01/2022,11/01/2022,Prioridad,Promedio,% Variacion,Tendencia ,Grafico ,Ordenes,Observacion
926,ST,ST_78_06,603915000,G_GMH,30472192,160,1.00E+11,1103627,LANDIS + GYR,E650 S4x RXR F9S,CT900664,Medición Convencional ,Medicion Secundaria,INDUSTRIAS BENDEK S.A. DE C.V.,ANTIGUO CUSCATLAN,CIUDAD MERLIOT,ANTIGUO CUSCATLAN,CALLE L 3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10800.00,18672.00,18704.00,17024.00,18416.00,18016.00,17664.00,19072.00,18736.00,19296.00,19168.00,20640.00,19264.00,19312.00,18704.00,17264.00,20384.00,22864.00,25008.00,25680.00,27136.00,25056.00,25520.00,25104.00,23776.00,23392.00,23392.00,Media,"12,132",86.55%,-,,,
197,RP,RP_78_01,900362500,G_GMH,30354718,254,1.00E+11,478485,SIEMENS,LIBRA (114E),CT10395,Medición Tele gestionada,Medicion Primaria ,PRECOCIDOS DE EL SALVADOR S.A. DE C.V.,EL ROSARIO,CANTON EL CERRO,CASERIO EL TUNAL,CALLE AL CERRO,55514.00,60579.00,57191.00,50737.00,47689.00,51054.00,52090.00,55057.00,65850.00,61036.00,60221.00,50803.00,52908.00,55016.00,50229.00,61303.00,51100.00,62347.00,52590.00,49225.00,44755.00,43815.00,55194.00,57760.00,54686.00,49632.00,41097.00,46558.00,42723.00,49225.00,68428.00,59309.00,74320.00,77114.00,74930.00,73533.00,48539.00,51867.00,62763.00,64364.00,72212.00,68428.00,65532.00,61773.00,65913.00,65913.00,Alta,"57,455",16.02%,-,,,
1000,ST,ST_78_15,900375300,G_GMH,30359284,80,1.00E+11,1103561,LANDIS + GYR,E650 S4x RXR F9S,CT10183,Medición Convencional ,Medicion Secundaria,ALUVISA S.A. DE C.V.,ANTIGUO CUSCATLAN,SANTA ELENA,RES SANTA ELENA,BLVD ORDEN DE MALTA,456.00,0.00,864.00,804.00,1098.00,720.00,558.00,3552.00,5166.00,4344.00,4448.00,5120.00,4728.00,4800.00,5264.00,4528.00,2768.00,2896.00,4848.00,4112.00,4632.00,5416.00,4272.00,4896.00,4592.00,5032.00,5440.00,5048.00,5312.00,5392.00,5384.00,5328.00,5480.00,5224.00,5904.00,4232.00,4280.00,4648.00,4448.00,4496.00,4368.00,4408.00,4176.00,4520.00,4176.00,4176.00,Baja,"4,051",36.82%,-,,,
776,ST,ST_01_01,900377800,G_MMH,30037818,80,1.00E+11,148919,SIEMENS,RXRS4 (114E),CT900561,Medición Convencional ,Medicion Secundaria,"HASGAR, S.A. DE C.V.",ANTIGUO CUSCATLAN,SANTA ELENA,ZONA INDUST CALLE AL PUERTO,CALLE AL PUERTO,5848.00,5888.00,5104.00,3968.00,3792.00,5208.00,4768.00,5608.00,4672.00,4496.00,4328.00,3960.00,3504.00,4456.00,4760.00,4040.00,3328.00,3512.00,3912.00,3752.00,2720.00,3288.00,3336.00,3072.00,2720.00,3064.00,3624.00,3520.00,4128.00,4424.00,4184.00,4504.00,4008.00,4408.00,4016.00,3104.00,3304.00,3616.00,4488.00,3920.00,4680.00,4496.00,4648.00,4040.00,3824.00,3824.00,Baja,"4,084",17.05%,-,,,
779,ST,ST_01_01,602851100,G_MMP,30459848,160,1.00E+11,1103529,LANDIS + GYR,E650 S4x RXR F9S,CT901824,Medición Convencional ,Medicion Secundaria,COMUNICACIONES IBW EL SALVADOR S.A. DE C.V.,ANTIGUO CUSCATLAN,SANTA ELENA,URB INDUSTRIAL SANTA ELENA,CALLE SIEMENS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10048.00,25744.00,28800.00,28288.00,26368.00,27264.00,27696.00,26016.00,23936.00,23168.00,18960.00,21136.00,21360.00,22128.00,23696.00,23088.00,21888.00,22256.00,24048.00,23040.00,26352.00,27968.00,26768.00,28192.00,27504.00,26288.00,25152.00,24032.00,23296.00,21376.00,24656.00,25600.00,27904.00,24816.00,26640.00,25536.00,23776.00,23776.00,Media,"20,186",46.42%,-,,,
313,RP,RP_12_05,900395900,G_GMH,30421137,120,1.00E+11,414663,LANDIS + GYR,RXRS4,CT31245,Medición Tele gestionada,Medicion Secundaria,"EL OASIS, S.A. DE C.V.",SAN PEDRO MASAHUAT,CANTON LAS ISLETAS,CASERIO LOS NOVILLOS,CARRETERA A LA HERRADURA,5436.00,34116.00,42720.00,43824.00,20040.00,3192.00,288.00,360.00,324.00,360.00,300.00,396.00,324.00,23052.00,42636.00,37980.00,24252.00,276.00,324.00,288.00,552.00,504.00,432.00,360.00,636.00,5940.00,34788.00,32952.00,11064.00,7272.00,756.00,336.00,324.00,276.00,408.00,528.00,13368.00,0.00,0.00,168.00,324.00,324.00,564.00,288.00,360.00,360.00,Baja,"8,552",165.80%,-,,,
1288,ST,ST_78_02,900405100,G_GBH,30379377,80,1.00E+11,479314,SIEMENS,LIBRA (114E),DS114097,Medición Tele gestionada,Medicion Secundaria,"PLAINSA, S.A. DE C.V.",SANTA TECLA,SANTA TECLA,SANTA TECLA,2° CALLE  PONIENTE,6616.00,7136.00,6216.00,4960.00,5848.00,4832.00,4848.00,3504.00,5496.00,5688.00,5408.00,6032.00,4600.00,6552.00,4792.00,2176.00,2040.00,1432.00,4368.00,4472.00,4896.00,5104.00,5312.00,6720.00,5592.00,6200.00,6296.00,5296.00,3544.00,8232.00,5744.00,4784.00,6536.00,5144.00,2752.00,5504.00,3272.00,3680.00,2400.00,3656.00,3376.00,2688.00,3064.00,4256.00,2752.00,2752.00,Baja,"4,708",31.96%,-,,,
1198,ST,ST_03_10,900405200,G_MMH,30425270,80,1.00E+11,106252,LANDIS + GYR,RXRS4,CT31588,Medición Convencional ,Medicion Secundaria,"MUNSA, S.A. DE C.V.",SANTA TECLA,SANTA TECLA,SANTA TECLA,6° CALLE ORIENTE,31816.00,38448.00,35608.00,33504.00,33344.00,34648.00,37352.00,36904.00,38432.00,49032.00,40824.00,38488.00,35120.00,39648.00,39632.00,31680.00,25304.00,35312.00,46792.00,46912.00,46016.00,49992.00,50128.00,60288.00,44640.00,52176.00,44960.00,18368.00,36824.00,42872.00,20112.00,42032.00,44208.00,32856.00,30200.00,20504.00,27648.00,20920.00,24696.00,0.00,8.00,24.00,8.00,8.00,0.00,0.00,Media,"31,702",51.05%,-,,,
379,SS,SS_78_01,900408900,E_GMH,30111337,480,1.00E+11,322109,LANDIS + GYR,RXRS4,CT900785,Medición Convencional ,Medicion Primaria ,"TRONIX, S.A. DE C.V.",ANTIGUO CUSCATLAN,ANTIGUO CUSCATLAN,PLAN DE LA LAGUNA,PASAJE A,44160.00,53520.00,47232.00,54048.00,48768.00,40752.00,43968.00,43632.00,59328.00,54096.00,59664.00,53760.00,29328.00,42528.00,42720.00,27936.00,3888.00,34560.00,67152.00,76128.00,70176.00,73200.00,56448.00,60576.00,49248.00,47856.00,65808.00,43152.00,39360.00,46128.00,55008.00,39024.00,30624.00,96.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Media,"34,867",72.47%,-,,,
369,SS,SS_78_01,900409000,E_GMH,30110191,80,1.00E+11,106282,SIEMENS,RXRS4 (114E),CT900779,Medición Convencional ,Medicion Secundaria,"GRUPO REMOR, S.A. DE C.V.",ANTIGUO CUSCATLAN,ANTIGUO CUSCATLAN,PLAN DE LA LAGUNA,CALLE ANTIGUO CUSCATLAN,14488.00,18208.00,16632.00,18328.00,17192.00,16640.00,17864.00,15688.00,15840.00,16808.00,16584.00,16816.00,14424.00,19304.00,19272.00,11384.00,13248.00,10240.00,14424.00,13208.00,17704.00,20224.00,17504.00,19544.00,19864.00,18552.00,20968.00,20024.00,18536.00,17864.00,19424.00,13384.00,16240.00,17840.00,20344.00,13280.00,16096.00,17408.00,13872.00,14576.00,17440.00,15496.00,14008.00,16944.00,11840.00,11840.00,Media,"16,465",15.91%,-,,,
946,ST,ST_78_09,200005001,E_GMH,30018810,80,1.00E+11,1104035,LANDIS + GYR,E650 S4x RXR F5S,CT900748,Medición Convencional ,Medicion Secundaria,ANDA R. METROPOLITANA MAYORES,ANTIGUO CUSCATLAN,CIUDAD MERLIOT,JARDINES DE LA HACIENDA,CALLE PEDREGAL,34848.00,36136.00,35080.00,30816.00,34512.00,36440.00,34720.00,34592.00,33216.00,36576.00,35856.00,37416.00,39048.00,35536.00,37200.00,37752.00,45664.00,34944.00,45200.00,40760.00,40040.00,45032.00,40448.00,46416.00,44728.00,44520.00,49664.00,56992.00,60192.00,59784.00,61416.00,62584.00,60784.00,56344.00,52080.00,56008.00,56832.00,52960.00,48792.00,54224.00,55768.00,52056.00,52992.00,49808.00,50216.00,50216.00,Media,"45,591",20.30%,-,,,
1367,ST,ST_78_07,603492800,G_GMH,30466646,160,1.00E+11,1103584,LANDIS + GYR,E650 S4x RXR F9S,CT33013,Medición Convencional ,Medicion Secundaria,"COMIDAS E INDUSTRIAS ESPECIALIZADAS DE EL SALVADOR, LTDA. DE C.V.",SANTA TECLA,SANTA TECLA,SANTA TECLA,CALLE PANAMERICANA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4912.00,29344.00,11232.00,11232.00,10896.00,11712.00,10512.00,16192.00,21184.00,20768.00,24768.00,24960.00,21760.00,25168.00,25040.00,25936.00,26992.00,27424.00,29728.00,27376.00,27184.00,27264.00,29088.00,26544.00,26896.00,25632.00,29344.00,28592.00,29552.00,31808.00,28144.00,28304.00,28304.00,Media,"16,822",71.28%,-,,,
1047,ST,ST_78_11,900446000,G_GMH,30220801,160,1.00E+11,478526,SIEMENS,LIBRA (114E),CT6337,Medición Tele gestionada,Medicion Secundaria,"FOOD TECH, S.A., DE C.V.",COLON,CANTON LOURDES,LOURDES,CARRETERA A SAN SALVADOR,49524.00,48384.00,53302.00,53312.00,57920.00,60192.00,61152.00,63328.00,63648.00,60448.00,61872.00,62752.00,58320.00,55728.00,60592.00,69696.00,65328.00,64128.00,64272.00,56720.00,61472.00,62320.00,54272.00,55872.00,53920.00,55024.00,60256.00,58528.00,61696.00,66448.00,66416.00,64640.00,64304.00,60624.00,59728.00,62608.00,64848.00,67344.00,63648.00,71232.00,71424.00,75552.00,66896.00,84768.00,75568.00,75568.00,Alta,"62,513",10.91%,-,,,
572,SS,SS_78_10,604232500,G_GMH,30475874,1200,1.00E+11,1103646,LANDIS + GYR,E650 S4x RXR F9S,,Medición Convencional ,Medicion Secundaria,"QUALITY GRAINS, S.A. DE C.V.",SAN MARCOS,SAN MARCOS,COLONIA SAN LUIS,AUTOPISTA COMALAPA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45360.00,29640.00,27720.00,21600.00,22920.00,23160.00,25200.00,24600.00,26400.00,24000.00,30720.00,30840.00,29520.00,31440.00,29160.00,28440.00,0.00,4320.00,45000.00,16920.00,30240.00,40680.00,43080.00,43080.00,Media,"14,653",109.92%,-,,,
371,SS,SS_78_01,900495600,E_GMH,30112007,120,1.00E+11,414690,LANDIS + GYR,RXRS4,CT900782,Medición Convencional ,Medicion Secundaria,"IMPRECEN, S.A. DE C.V.",ANTIGUO CUSCATLAN,ANTIGUO CUSCATLAN,PLAN DE LA LAGUNA,CALLE CIRCUNVALACION,7548.00,9360.00,9420.00,10272.00,9216.00,9084.00,11808.00,10800.00,10608.00,9600.00,9252.00,9636.00,6612.00,9168.00,11160.00,5028.00,3972.00,3780.00,4824.00,4332.00,4464.00,6564.00,5748.00,6564.00,5628.00,6876.00,7164.00,6612.00,9396.00,9180.00,9588.00,9468.00,9792.00,9924.00,8292.00,7644.00,7656.00,9624.00,8004.00,9144.00,9756.00,10488.00,9012.00,10500.00,9120.00,9120.00,Baja,"8,278",25.01%,-,,,
170,QZ,QZ_78_02,900495700,G_GMH,30342189,60,1.00E+11,106043,SIEMENS,RXRS4 (114E),CT3725,Medición Convencional ,Medicion Secundaria,"HEALTHCO PRODUCTS, S.A. DE C.V.",QUEZALTEPEQUE,QUEZALTEPEQUE,CIUDAD DE QUEZALTEPEQUE,CALLE ANTIGUA A NEJAPA,12096.00,11742.00,13596.00,10884.00,11508.00,10332.00,13056.00,13512.00,12126.00,12468.00,12438.00,10884.00,8388.00,11370.00,12360.00,12468.00,11226.00,11382.00,10590.00,8988.00,11610.00,10248.00,5436.00,9426.00,7422.00,6960.00,8346.00,5424.00,5112.00,6768.00,6966.00,6312.00,6408.00,3990.00,3636.00,2892.00,3062.00,6656.00,5520.00,4352.00,5056.00,11136.00,13456.00,15568.00,14352.00,14352.00,Baja,"9,389",36.80%,-,,,
727,SS,SS_78_09,900516100,G_GMH,30409772,60,1.00E+11,322175,LANDIS + GYR,RXRS4,CT4430,Medición Convencional ,Medicion Secundaria,"EXTRUPLAST, S.A. DE C.V.",SAN SALVADOR,SAN SALVADOR,COLONIA AMERICA,10°  AVENIDA SUR,0.00,0.00,2658.00,3000.00,2532.00,2688.00,2706.00,2694.00,2994.00,2610.00,2220.00,3420.00,3144.00,4368.00,4386.00,1056.00,990.00,1056.00,2766.00,2880.00,3702.00,5178.00,3894.00,4680.00,5388.00,7194.00,8148.00,7314.00,6354.00,7278.00,5898.00,5526.00,6966.00,5814.00,6360.00,8382.00,7506.00,4224.00,6888.00,6156.00,7548.00,4302.00,6276.00,6768.00,3420.00,3420.00,Baja,"4,408",48.31%,-,,,
828,ST,ST_01_13,900529200,G_MMH,30262472,60,1.00E+11,213668,LANDIS + GYR,RXRS4,CT9271,Medición Convencional ,Medicion Secundaria,GMG SERVICIOS EL SALVADOR S.A. DE C.V.,ANTIGUO CUSCATLAN,SANTA ELENA,PARQUE INDUS. STA ELENA,BLVD ORDEN DE MALTA,0.00,0.00,0.00,4116.00,3780.00,3678.00,3858.00,3930.00,3684.00,4062.00,4008.00,3990.00,3846.00,3744.00,3840.00,2946.00,876.00,852.00,1188.00,1056.00,1434.00,2556.00,2640.00,2478.00,2388.00,2520.00,2448.00,2166.00,2280.00,2718.00,2340.00,2646.00,2058.00,2370.00,2094.00,2196.00,1824.00,1644.00,2076.00,2172.00,1968.00,1788.00,2262.00,2532.00,2010.00,2010.00,Baja,"2,415",43.45%,-,,,
518,SS,SS_18_02,900541100,G_MMP,30331218,120,1.00E+11,1105335,LANDIS + GYR,E650 S4x RXR F5S,CT10126,Medición Convencional ,Medicion Secundaria,GRUPO LOGISTICO DE CARGA DE EL SALVADOR SA DE CV,SAN MARCOS,SAN MARCOS,RES SANTORINI,AUTOPISTA A COMALAPA,0.00,0.00,9557.00,9216.00,10152.00,10068.00,11256.00,9864.00,10488.00,9204.00,9168.00,9276.00,7932.00,10584.00,12588.00,8496.00,11376.00,7848.00,8940.00,9240.00,8532.00,9084.00,9456.00,9168.00,8592.00,10068.00,10392.00,9840.00,10956.00,10848.00,11292.00,11868.00,10776.00,11100.00,10212.00,9696.00,10332.00,11376.00,10332.00,10716.00,9384.00,11388.00,10692.00,9900.00,10740.00,10740.00,Baja,"9,625",18.75%,-,,,
787,ST,ST_01_04,900550500,G_MMH,30238156,120,1.00E+11,183034,LANDIS + GYR,RXRS4,CT8984,Medición Convencional ,Medicion Secundaria,"JB INVERSIONES, S.A. DE C.V.",ANTIGUO CUSCATLAN,SANTA ELENA,URB SANTA ELENA,BLVD SANTA ELENA,0.00,0.00,0.00,7248.00,7908.00,7524.00,8196.00,9444.00,8328.00,8364.00,7884.00,8028.00,7728.00,7644.00,7968.00,5472.00,1260.00,1092.00,3324.00,6912.00,6528.00,3120.00,3288.00,3396.00,2880.00,3252.00,3444.00,3420.00,3564.00,3576.00,3360.00,3420.00,2868.00,3432.00,4104.00,3120.00,3384.00,3432.00,4104.00,3336.00,3600.00,3348.00,3708.00,3420.00,3336.00,3336.00,Baja,"4,480",53.49%,-,,,
789,ST,ST_01_04,900550600,G_MMH,30238197,120,1.00E+11,183085,SIEMENS,RXRS4 (114E),CT8984,Medición Convencional ,Medicion Secundaria,"JB INVERSIONES, S.A. DE C.V.",ANTIGUO CUSCATLAN,SANTA ELENA,URB SANTA ELENA,BLVD SANTA ELENA,0.00,0.00,0.00,3516.00,3480.00,4200.00,4836.00,6816.00,5976.00,4860.00,3276.00,3264.00,2376.00,2736.00,3096.00,2892.00,804.00,708.00,1572.00,2508.00,2028.00,1632.00,1644.00,1512.00,1272.00,1116.00,1236.00,1332.00,1260.00,1392.00,1308.00,1272.00,1140.00,1296.00,1248.00,1224.00,1224.00,1104.00,1356.00,1680.00,1512.00,1104.00,1404.00,1428.00,1272.00,1272.00,Baja,"2,004",72.03%,-,,,
788,ST,ST_01_04,900550700,G_MMH,30238337,60,1.00E+11,183050,LANDIS + GYR,RXRS4,CT8984,Medición Convencional ,Medicion Secundaria,"JB INVERSIONES, S.A. DE C.V.",ANTIGUO CUSCATLAN,SANTA ELENA,URB SANTA ELENA,BLVD SANTA ELENA,0.00,0.00,0.00,1506.00,1668.00,1620.00,1782.00,1854.00,1380.00,1404.00,1326.00,1554.00,1254.00,960.00,1218.00,954.00,6.00,168.00,264.00,210.00,258.00,612.00,522.00,546.00,258.00,444.00,618.00,762.00,930.00,1362.00,1062.00,1074.00,924.00,972.00,1416.00,642.00,630.00,720.00,1260.00,1122.00,1500.00,1356.00,1446.00,1194.00,1038.00,1038.00,Baja,931,54.46%,-,,,
786,ST,ST_01_04,900550800,G_MMH,30238377,60,1.00E+11,183032,LANDIS + GYR,RXRS4,CT8984,Medición Convencional ,Medicion Secundaria,"JB INVERSIONES, S.A. DE C.V.",ANTIGUO CUSCATLAN,SANTA ELENA,URB SANTA ELENA,BLVD SANTA ELENA,0.00,0.00,0.00,4098.00,3924.00,3942.00,4086.00,4488.00,4002.00,3918.00,3546.00,3150.00,2946.00,3444.00,3750.00,3204.00,1890.00,1878.00,1866.00,1812.00,1818.00,1704.00,1746.00,2022.00,1860.00,1902.00,1242.00,1404.00,1620.00,1716.00,1620.00,1818.00,1494.00,1476.00,1608.00,1320.00,1296.00,1422.00,2214.00,1878.00,2328.00,2220.00,2610.00,2400.00,2232.00,2232.00,Baja,"2,242",46.98%,-,,,
81,OP,OP_12_04,900568500,G_MMH,30342711,60,1.00E+11,183012,SIEMENS,RXRS4 (114E),CT5904,Medición Convencional ,Medicion Secundaria,MONTAJES ELECTROMECANICOS DE C.A. S.A. DE C.V.,SAN JUAN OPICO,SITIO DEL NIÑO,COLONIA LAS CUCAS,CALLE LINEA FERREA,0.00,0.00,0.00,6018.00,6156.00,5856.00,6108.00,5628.00,6372.00,4872.00,4722.00,4422.00,4566.00,4968.00,5136.00,4152.00,4134.00,3996.00,4206.00,4716.00,4878.00,3774.00,4308.00,4944.00,4050.00,3492.00,6018.00,4596.00,5580.00,4854.00,3462.00,1986.00,2148.00,7638.00,4140.00,3036.00,3660.00,4128.00,4134.00,4212.00,3900.00,3816.00,3780.00,3732.00,3384.00,3384.00,Baja,"4,197",33.79%,-,,,
1683,ZC,ZC_78_01,602885400,G_GMH,30460353,160,1.00E+11,1103535,LANDIS + GYR,E650 S4x RXR F9S,CT32909,Medición Convencional ,Medicion Secundaria,ALIMENTOS Y TURISMO S.A. DE C.V.,ZACATECOLUCA,ZACATECOLUCA,BARRIO LOS REMEDIOS,CARRETERA LITORAL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31504.00,42096.00,36944.00,36544.00,35008.00,33696.00,35952.00,29648.00,28704.00,27040.00,29568.00,27360.00,28240.00,32912.00,29840.00,32800.00,34112.00,31504.00,34960.00,33248.00,34016.00,35712.00,37040.00,36576.00,34704.00,34944.00,32704.00,35680.00,34496.00,34848.00,33392.00,38000.00,35424.00,36432.00,37680.00,33296.00,31744.00,31744.00,Media,"27,829",45.11%,-,,,
1579,ZC,ZC_07_05,214835201,G_GMH,30186265,160,1.00E+11,278398,LANDIS + GYR,RXRS4,CT10736,Medición Tele gestionada,Medicion Secundaria,FFI REPTILE DIVISION S.A. DE C.V.,SAN LUIS LA HERRADURA,CANTON LA ARENERA,CASERIO LA ARENERA,CALLE PRINCIPAL,28496.00,29008.00,25872.00,27424.00,31088.00,31408.00,33936.00,32896.00,35360.00,37616.00,35088.00,40080.00,31312.00,37056.00,39936.00,38960.00,36272.00,40000.00,38144.00,41344.00,36800.00,39056.00,38896.00,44560.00,43904.00,43088.00,45760.00,46736.00,50224.00,54592.00,55520.00,57360.00,49520.00,63280.00,67440.00,69040.00,65216.00,66592.00,67856.00,74944.00,72992.00,66768.00,75120.00,75360.00,69168.00,69168.00,Media,"47,832",31.72%,-,,,
1368,ST,ST_78_07,603584000,G_GMH,30467739,160,1.00E+11,1103597,LANDIS + GYR,E650 S4x RXR F9S,DS116676,Medición Convencional ,Medicion Secundaria,"SPECIALTY FOODS, S.A. DE C.V.",SANTA TECLA,SANTA TECLA,SANTA TECLA,CALLE PANAMERICANA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8752.00,23328.00,23296.00,20320.00,24528.00,23472.00,24944.00,25408.00,22544.00,25232.00,24592.00,24048.00,27280.00,29328.00,27520.00,29248.00,27104.00,27872.00,26016.00,26672.00,25888.00,25712.00,25616.00,27104.00,26224.00,30400.00,28144.00,28496.00,29632.00,25440.00,24256.00,24256.00,Media,"17,667",67.53%,-,,,
455,SS,SS_78_04,603339200,G_GMH,30464963,160,1.00E+11,1103579,LANDIS + GYR,E650 S4x RXR F9S,CT33166,Medición Convencional ,Medicion Secundaria,FRANQUICIAS DE CENTROAMERICA S.A. DE C.V.,ANTIGUO CUSCATLAN,LOMAS DE SAN FRANCISCO,LOMAS DE SAN FRANCISCO,BLVD LOS PROCERES,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26592.00,30512.00,33088.00,25952.00,25648.00,24128.00,27600.00,26128.00,28288.00,28848.00,25968.00,30992.00,30144.00,28544.00,31568.00,32496.00,32944.00,33856.00,32640.00,34064.00,31632.00,29248.00,28944.00,30336.00,30384.00,30816.00,28832.00,32592.00,32176.00,34432.00,35936.00,30464.00,31680.00,31680.00,Media,"22,373",59.16%,-,,,
974,ST,ST_78_15,900587100,G_GMH,30454553,240,1.00E+11,492911,FULCRUM,SM4ATR,CT900743,Medición Convencional ,Medicion Primaria ,HOSPITAL DE DIAGNOSTICO S.A. DE C.V.,ANTIGUO CUSCATLAN,ANTIGUO CUSCATLAN,URB SANTA ELENA,BLVD ORDEN DE MALTA,0.00,0.00,0.00,0.00,720.00,744.00,648.00,576.00,552.00,720.00,840.00,696.00,672.00,648.00,672.00,624.00,552.00,672.00,576.00,504.00,576.00,792.00,864.00,840.00,912.00,864.00,0.00,168.00,816.00,1032.00,1608.00,1392.00,1728.00,1536.00,1440.00,840.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Baja,562,85.72%,-,,,
962,ST,ST_78_14,900601300,G_GMH,30380753,480,1.00E+11,322036,LANDIS + GYR,RXRS4,CT10863,Medición Convencional ,Medicion Primaria ,"CANAL DOCE, S.A. DE C.V.",ANTIGUO CUSCATLAN,SANTA ELENA,URB INDUSTRIAL SANTA ELENA,CARRETERA PANAMERICANA,0.00,0.00,0.00,0.00,0.00,64272.00,59136.00,52704.00,53808.00,50880.00,45648.00,52080.00,46032.00,47136.00,51120.00,52512.00,46320.00,46176.00,45840.00,41904.00,43680.00,43392.00,38112.00,42288.00,36816.00,39456.00,46320.00,43728.00,47280.00,46176.00,46896.00,48096.00,46752.00,45216.00,44496.00,44784.00,43248.00,47232.00,45312.00,47712.00,43968.00,44928.00,42336.00,41760.00,43872.00,43872.00,Media,"41,376",33.98%,-,,,
249,RP,RP_78_04,900609900,G_MMH,30297553,120,1.00E+11,321757,LANDIS + GYR,RXRS4,CT6598,Medición Convencional ,Medicion Secundaria,ENERLAND GROUP EL SALVADOR S.A. DE C.V.,OLOCUILTA,CANTON CUPINCO,ZONA FRANCA INTERNACIONAL,CALLE PRINCIPAL,0.00,0.00,0.00,0.00,0.00,1464.00,1416.00,1356.00,1500.00,1224.00,1272.00,1344.00,1008.00,1308.00,1428.00,1416.00,1464.00,1236.00,1512.00,1140.00,1056.00,1416.00,1104.00,1056.00,1152.00,1260.00,1308.00,1308.00,1536.00,1548.00,1260.00,1140.00,1080.00,1056.00,1140.00,1200.00,1092.00,1332.00,1332.00,1584.00,1164.00,1104.00,1164.00,1176.00,1056.00,1056.00,Baja,"1,125",34.74%,-,,,
1292,ST,ST_78_02,603851400,E_MMH,30471575,60,1.00E+11,1103625,LANDIS + GYR,E650 S4x RXR F9S,CT33071,Medición Convencional ,Medicion Secundaria,ANDA R. METROPOLITANA MAYORES,SANTA TECLA,SANTA TECLA,COLONIA  LAS DELICIAS,4° CALLE PONIENTE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13380.00,22542.00,22080.00,36924.00,21576.00,34518.00,33546.00,38898.00,44484.00,43374.00,45702.00,42408.00,41526.00,45108.00,41910.00,38832.00,41256.00,41682.00,43422.00,41364.00,39450.00,41598.00,41280.00,39666.00,44448.00,43476.00,40740.00,40740.00,Media,"23,172",84.22%,-,,,
483,SS,SS_78_11,503322701,E_GMH,30283750,160,1.00E+11,106370,SIEMENS,RXRS4 (114E),CT6307,Medición Convencional ,Medicion Secundaria,ANDA R. METROPOLITANA MAYORES,ILOPANGO,URB ALTAVISTA,URB ALTAVISTA I,AVENIDA PRINCIPAL,43904.00,43104.00,44784.00,41744.00,42048.00,35824.00,33184.00,27824.00,8192.00,12432.00,23792.00,32464.00,38176.00,22912.00,25296.00,24640.00,31856.00,73648.00,82816.00,68528.00,74416.00,78112.00,69632.00,90256.00,93728.00,82608.00,80528.00,84752.00,75456.00,71712.00,72352.00,71072.00,68288.00,64928.00,57808.00,57072.00,59024.00,55856.00,52960.00,52976.00,57232.00,56528.00,49472.00,43440.00,46080.00,46080.00,Alta,"53,686",39.88%,-,,,
10,LL,LL_16_04,900676100,G_MMH,30380664,80,1.00E+11,66890,LANDIS + GYR,RXRS4,CT31394,Medición Convencional ,Medicion Secundaria,ACAPREDI,JICALAPA,JICALAPA,COLONIA SAN FRANCISCO,CALLE PRINCIPAL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4496.00,5016.00,5176.00,3992.00,4168.00,4168.00,4032.00,4168.00,4280.00,4032.00,4072.00,4168.00,4072.00,4072.00,4208.00,4072.00,4208.00,4136.00,4144.00,4136.00,4144.00,21672.00,5168.00,4680.00,4680.00,4504.00,4824.00,5064.00,5728.00,5656.00,5408.00,5168.00,4856.00,4528.00,3944.00,5280.00,4192.00,4368.00,4368.00,Baja,"4,197",73.14%,-,,,
